cell_id,services_within_walking,nearest_distance_km,avg_distance_top3_km,density_per_km2,center_lat,center_lng,competition_gap,accessibility_gap,viability,opportunity_score,population,population_1km,demand_score,opportunity_score_original
17,1,0.2150009156075598,0.8922737867637132,0.3183098861837907,45.395,9.174185343541952,0.9736842105263158,0.0716669718691866,1.0,0.0,6.499759197235107,25.99903678894043,0.0,6.18140472958201
18,2,0.6573864140081815,1.0276243535314145,0.6366197723675814,45.395,9.180608010809124,0.9473684210526316,0.2191288046693938,1.0,0.0,6.499759197235107,50.52651596069336,0.0,6.6659889028881025
19,1,0.988148716088534,1.2525070585732194,0.3183098861837907,45.395,9.1870306780763,0.9736842105263158,0.3293829053628447,1.0,0.0,12.263739585876465,38.84591722488403,0.0,7.212268463556642
20,0,1.1845765366806402,1.3795559093573802,0.0,45.395,9.193453345343473,1.0,0.3948588455602134,0.5,4.706860589744934,0.6594598293304443,1268.7481322288513,0.007428017688098037,6.579435382240853
22,2,0.6453320369013703,1.1308570939822895,0.6366197723675814,45.395,9.20629867987782,0.9473684210526316,0.2151106789671234,1.0,4.607349341297311,1242.9017333984375,6827.2220458984375,0.039970680412681876,6.649916400079022
51,4,0.6510442968149167,0.7583805674067027,1.2732395447351628,45.399504504504506,9.174185343541952,0.8947368421052632,0.2170147656049722,0.9,4.411128926581691,6.499759197235107,10013.43604850769,0.058624701150328314,6.247006430840942
52,2,0.3704718186735981,0.8010127415750209,0.6366197723675814,45.399504504504506,9.180608010809124,0.9473684210526316,0.1234906062245326,1.0,4.267577029793448,6.499759197235107,3131.4357872009277,0.018333315987318504,6.283436109108658
53,1,0.5969739730965375,1.120086577859505,0.3183098861837907,45.399504504504506,9.1870306780763,0.9736842105263158,0.1989913243655125,1.0,4.547758379196053,12.263739585876465,1692.7860152721405,0.009910591506855831,6.690702139567314
54,1,0.9783047730857304,1.24256041499007,0.3183098861837907,45.399504504504506,9.193453345343473,0.9736842105263158,0.3261015910285768,1.0,4.932707964231637,0.6594598293304443,1898.8224465847015,0.011116853188986328,7.1991432062195715
55,1,0.4958062261502923,1.082618600594535,0.3183098861837907,45.399504504504506,9.199876012610646,0.9736842105263158,0.1652687420500974,1.0,4.496719693002039,1242.9017333984375,4546.896621465683,0.026620278424266647,6.555811810305654
56,2,0.2007964392512322,0.8451529535046568,0.6366197723675814,45.399504504504506,9.20629867987782,0.9473684210526316,0.0669321464170774,1.0,4.1794522634232525,1242.9017333984375,7774.540328979492,0.04551685367137519,6.057202269878836
57,2,0.4718293012110271,0.8148685653373263,0.6366197723675814,45.399504504504506,9.212721347144994,0.9473684210526316,0.157276433737009,1.0,4.421512558058419,3098.516845703125,6124.979965209961,0.03585933122983249,6.418579419158563
83,1,0.9287715082131518,1.067794523838092,0.3183098861837907,45.40400900900901,9.161340009007604,0.9736842105263158,0.3095905027377172,1.0,5.181466249097118,1231.9825439453125,18882.126403808594,0.11054736976833973,7.133098853056133
84,2,0.5502882135987678,0.7297424800925457,0.6366197723675814,45.40400900900901,9.167762676274778,0.9473684210526316,0.1834294045329225,1.0,4.815588943333106,7126.38818359375,24094.739688396454,0.14106515552548116,6.523191302342218
85,4,0.4454359033152892,0.4988055852592028,1.2732395447351628,45.40400900900901,9.174185343541952,0.8947368421052632,0.1484786344384297,0.9,4.505923406322047,1430.5244140625,27116.94873714447,0.15875899223032286,5.9728619061747725
86,3,0.1358853866014216,0.5699173545438961,0.954929658551372,45.40400900900901,9.180608010809124,0.9210526315789472,0.0452951288671405,1.0,4.086502583400607,1430.5244140625,10673.042227745056,0.062486434020781245,5.865391041784351
87,1,0.4874176668957996,0.9851392457745146,0.3183098861837907,45.40400900900901,9.1870306780763,0.9736842105263158,0.1624725556319332,1.0,4.504452750256736,219.86044311523438,5464.784887820482,0.031994150593996296,6.544627064632998
88,1,0.9810121311374392,1.1382888128579618,0.3183098861837907,45.40400900900901,9.193453345343473,0.9736842105263158,0.3270040437124797,1.0,4.9356716579310955,3.5552408695220947,1913.4169807732105,0.011202298404902706,7.202753016955183
89,1,0.5486320642996739,1.055495930312987,0.3183098861837907,45.40400900900901,9.199876012610646,0.9736842105263158,0.1828773547665579,1.0,4.528116804277977,406.65863037109375,3326.846699744463,0.01947736946645217,6.626246261171495
90,1,0.3090450902112771,0.8353771795135626,0.3183098861837907,45.40400900900901,9.20629867987782,0.9736842105263158,0.1030150300704257,1.0,4.345619012690472,406.65863037109375,6577.2335777282715,0.0385070969667489,6.306796962386967
91,2,0.6290725065078576,0.9230513674919258,0.6366197723675814,45.40400900900901,9.212721347144994,0.9473684210526316,0.2096908355026192,1.0,4.557594124899493,134.0010223388672,4920.136789321899,0.028805451744580608,6.6282370262210035
117,3,0.8091704274598905,0.8581167949351545,0.954929658551372,45.40851351351351,9.161340009007604,0.9210526315789472,0.2697234758199635,1.0,5.088807692711099,958.4216918945312,29405.882080078125,0.17215979017145575,6.763104429595643
118,4,0.3082237406246511,0.4498861408308129,1.2732395447351628,45.40851351351351,9.167762676274778,0.8947368421052632,0.1027412468748837,0.9,4.566666569719421,9565.333984375,38387.584716796875,0.2247441009263264,5.789912355920588
119,6,0.1121215460424594,0.2496614822487638,1.909859317102744,45.40851351351351,9.174185343541952,0.8421052631578947,0.0373738486808198,0.7,4.115117185447096,3775.589111328125,44220.46142578125,0.2588932833103174,4.917916447354857
120,5,0.5978754933988638,0.6428205189746033,1.5915494309189535,45.40851351351351,9.180608010809124,0.868421052631579,0.1992918311329546,0.8,4.323057307456333,3775.589111328125,18214.648668289185,0.10663955205424398,5.870851535058135
