place_id,name,type,lat,lng,rating,user_ratings_total,price_level,vicinity,city,collected_at
ChIJK2Tm__bDhkcROMRCSXpDNKs,Farmacia Alzaia Pavese,pharmacy,45.4471788,9.1753047,4.3,16.0,,"Via Mario Pichi, 9, Milano",milan,2026-02-03T22:21:29.589872
ChIJacTb1vfDhkcRqsipCMyj3Cc,Corti Laura,pharmacy,45.4476354,9.177911,,,,"Via Pavia, 8, Milano",milan,2026-02-03T22:21:29.589888
ChIJRySxDwjEhkcRfphpBPPuIQU,Lafarmacia. Del Gentilino,pharmacy,45.44889740000001,9.179596499999999,4.1,77.0,,"Via Giuseppe Lagrange, 2, Milano",milan,2026-02-03T22:21:29.699610
ChIJ8z5WMQjEhkcRe6sw9NznLBI,Farmacia San Gottardo,pharmacy,45.4472047,9.1794029,2.6,31.0,,"Via Pavia, 1, Milano",milan,2026-02-03T22:21:29.699684
ChIJe4r3PPrFhkcRBKNqpAwTGYM,Farmacia della Roggia iofarma,pharmacy,45.4462073,9.1955203,4.7,103.0,,"Viale Toscana, 17, Milano",milan,2026-02-03T22:21:29.883492
ChIJB0SKWjDEhkcRz_XCBCppzA8,Farmacia San Luigi,pharmacy,45.44444499999999,9.214477300000002,4.6,116.0,,"Corso Lodi, 62, Milano",milan,2026-02-03T22:21:30.127622
ChIJaQq5UDDEhkcRK4XMInOaLZU,Farmacia Omeopatia,pharmacy,45.444463,9.2144753,,,,Italy,milan,2026-02-03T22:21:30.127667
ChIJGa078jLEhkcRziJmstSItgk,BENU Farmacia Milano N. 54,pharmacy,45.4440659,9.22225,3.3,39.0,,"Via Giovanni Scheiwiller, 2, Milano",milan,2026-02-03T22:21:30.240271
ChIJM-S-VS7EhkcRElOFrD8H-0k,Prix Galien,pharmacy,45.4484455,9.216548399999997,,,,"Via Pier Candido Decembrio, 28a, Milano",milan,2026-02-03T22:21:30.240325
ChIJq_jcntzFhkcR8NseDNtQ4yo,BENU Farmacia Milano N. 17,pharmacy,45.44547749999999,9.242890599999999,4.6,23.0,,"Viale Ungheria, 4, Milano",milan,2026-02-03T22:21:31.506655
ChIJ66QZ2NzFhkcR1VwHQ4Vi_bU,Farmacia Santa Giulia,pharmacy,45.4447323,9.2440149,4.4,76.0,,"Via Romualdo Bonfadini, 87, Milano",milan,2026-02-03T22:21:31.506724
ChIJrSMtl-fFhkcRaJcUVOG9gVI,Azienda Farmacie Milanesi S.P.A.,pharmacy,45.4451006,9.2485014,3.0,4.0,,"Via del Liri, 1, Milano",milan,2026-02-03T22:21:31.611579
ChIJQSmnfd3FhkcROWlWBxkAP7o,Lloyds Farmacia Comunale,pharmacy,45.4457715,9.2484273,4.0,24.0,,"Via del Liri, 1, Milano",milan,2026-02-03T22:21:31.611598
ChIJcanygArPhkcRON009GwrznY,Dispensario Farmaceutico,pharmacy,45.4452301,9.271486600000001,5.0,3.0,,"Via Archimede, 21, Linate",milan,2026-02-03T22:21:31.914790
ChIJG03QyOPphkcR9fEggrV2r5s,Farmacia Olmi,pharmacy,45.4532082,9.0836355,4.8,93.0,,"Via Delle Betulle, 10, Milano",milan,2026-02-03T22:21:33.288574
ChIJ9yTRnzHChkcRK3WVmylt3kQ,BENU Farmacia Milano N. 73,pharmacy,45.4513185,9.125850100000001,4.4,39.0,,"Via Angelo Inganni, 40, Milano",milan,2026-02-03T22:21:33.727475
ChIJ1-MVy83DhkcR0wVkhySe0l0,Farmacia Fiordalisi,pharmacy,45.4504848,9.137388300000001,4.6,59.0,,"Via dei Fiordalisi, 2, Milano",milan,2026-02-03T22:21:33.919434
ChIJ-5iqqs_DhkcR8QDYjVx7AQc,Lafarmacia. Scalabrini,pharmacy,45.4497892,9.140945799999997,4.2,26.0,,"Largo Giovanni Battista Scalabrini, 6, Milano",milan,2026-02-03T22:21:33.919464
ChIJgygvL87DhkcR6odvw2VlWiw,BENU Farmacia Milano N. 42,pharmacy,45.45205079999999,9.1414343,3.1,94.0,,"Via Salvatore Barzilai, 1, Milano",milan,2026-02-03T22:21:35.046830
ChIJw8F5hMXDhkcRrPk5Iwk79jE,Farmacia Giambellino,pharmacy,45.4494912,9.144535699999999,4.4,37.0,,"Via Giambellino, 64, Milano",milan,2026-02-03T22:21:35.046869
ChIJE6eIUMPDhkcR5oXpkc3NnoU,Farmacia Tolstoj la Farmacia come una Volta,pharmacy,45.45117580000001,9.1507914,4.1,97.0,,"Via Leone Tolstoi, Via Giambellino, 17, Milano",milan,2026-02-03T22:21:35.160867
ChIJ14AWJtvDhkcRFmuQv2lashM,Farmacia Comunale,pharmacy,45.4524955,9.1482065,2.5,2.0,,"Via Vespri Siciliani, 40, Milano",milan,2026-02-03T22:21:35.160912
ChIJcx1Y19rDhkcRvy5rBvPrsns,BENU Farmacia Milano N. 31,pharmacy,45.4525771,9.148151499999999,3.6,61.0,,"Via Tito Vignoli, 42, Milano",milan,2026-02-03T22:21:35.160921
ChIJ4fgLS93DhkcRBaC3eOooJqw,Naviglio Farmacia Dr. Banfi. Emilio,pharmacy,45.4514739,9.1551511,4.2,100.0,,"Viale Carlo Troya, 11, Milano",milan,2026-02-03T22:21:35.277187
ChIJkYywFu_DhkcR4XG8U80nGA8,Farmacia Eredi Catalucci,pharmacy,45.4490809,9.1631737,4.0,39.0,,"Ripa di Porta Ticinese, 99, Milano",milan,2026-02-03T22:21:35.389924
ChIJN3ZcEPvDhkcRAE3RUaXzoL4,Lafarmacia. Porta Genova,pharmacy,45.4528516,9.1702181,3.3,210.0,,"Piazzale Stazione Genova, 53, Milano",milan,2026-02-03T22:21:35.515917
ChIJq6rqG_vDhkcRdwgjDDKHEp4,Farmacia Casale,pharmacy,45.452914,9.170350599999999,3.5,4.0,,"Via Vigevano, 45, Milano",milan,2026-02-03T22:21:35.515939
ChIJBVR4hfnDhkcRLtVbLoMsodI,Farmacia Tarantino,pharmacy,45.4515898,9.1746319,4.1,81.0,,"Ripa di Porta Ticinese, 33, Milano",milan,2026-02-03T22:21:35.623049
ChIJVVWBifnDhkcRhyewoUfPVgI,MORANO SUL PO,pharmacy,45.451283,9.173838900000002,,,,"Via Filippo Argelati, 10, Milano",milan,2026-02-03T22:21:35.623067
ChIJVVWBifnDhkcReml0rRd7E1Q,Pietraporzio,pharmacy,45.451283,9.173838900000002,,,,"Via Filippo Argelati, 10, Milano",milan,2026-02-03T22:21:35.623071
ChIJVVWBifnDhkcR5nLB_8FWKGg,sarentino,pharmacy,45.451283,9.173838900000002,,,,"Via Filippo Argelati, 10, Milano",milan,2026-02-03T22:21:35.623075
ChIJVVWBifnDhkcR8T0jXNYlFnI,Nuzama S.r.l.,pharmacy,45.451283,9.173838900000002,,,,"Via Filippo Argelati, 10, Milano",milan,2026-02-03T22:21:35.623079
ChIJf7sTeQfEhkcREyWGuH8s80g,Farmacia Ticinese,pharmacy,45.451797,9.180211,4.0,44.0,,"Corso San Gottardo, 1, Milano",milan,2026-02-03T22:21:35.724958
ChIJdfsBDgfEhkcRA5xftsVRlco,Para Farmacia,pharmacy,45.4521059,9.1816355,4.3,6.0,,"Viale Col di Lana, 1, Milano",milan,2026-02-03T22:21:35.724985
ChIJO5mUGxvEhkcRcLXbatJIv2k,Farmacia Bligny Brambilla Dr. Giovanni,pharmacy,45.45106169999999,9.1924929,4.1,57.0,,"Viale Bligny, 23, Milano",milan,2026-02-03T22:21:35.830003
ChIJRZBEIQTEhkcRMcPYAeHsAX4,Farmacia Calatafimi,pharmacy,45.4522819,9.185881099999998,4.0,46.0,,"Piazzale di Porta Lodovica, 2, Milano",milan,2026-02-03T22:21:35.830022
ChIJZ65A6xnEhkcRoZcONWRfseQ,Farmacia Ripamonti,pharmacy,45.4487726,9.1969425,3.7,43.0,,"Via Giovanni Bellezza, 2, Milano",milan,2026-02-03T22:21:35.941104
ChIJjxVk2hvEhkcRSaVERXh0jGI,New Beretta Pharmacy,pharmacy,45.4511178,9.196530400000002,4.3,317.0,,"Viale Bligny, 47, Milano",milan,2026-02-03T22:21:35.941127
ChIJE3yhJx_EhkcR3wdZSsKERJM,Farmacia Alla Porta - Farmacie Stilo Milano,pharmacy,45.4531307,9.200476199999997,4.1,35.0,,"Corso di Porta Romana, 126, Milano",milan,2026-02-03T22:21:36.065838
ChIJsQ4EmiLEhkcRKhsPpL9qsaA,Farmacia Minerva Dr. Sergent-Marceau,pharmacy,45.4490966,9.202939199999998,3.7,29.0,,"Via Crema, Via Piacenza, 17, Milano",milan,2026-02-03T22:21:36.065871
ChIJ-bKwECLEhkcRPwlIoWv7_IY,Farmacia Lodi SNC Dr Cristina e Luca Demartini,pharmacy,45.451446,9.203892,3.9,40.0,,"Corso Lodi, 5, Milano",milan,2026-02-03T22:21:36.065880
ChIJaUdnBiPEhkcRc_i1xm2tRlQ,Farmacia Roma snc,pharmacy,45.44926079999999,9.205565800000002,4.8,34.0,,"Via Piacenza, 24, Milano",milan,2026-02-03T22:21:36.065889
ChIJkQ3sryXEhkcRma7wIT62aLQ,Farmacia Metalla,pharmacy,45.4496827,9.2116951,3.0,272.0,,"Viale Umbria, 19, Milano",milan,2026-02-03T22:21:37.200230
ChIJL_AcpSPEhkcRFTmNhH0q4xk,Farmacia Corsico Maestrelli Dr. Patrizia,pharmacy,45.4500002,9.2062842,2.9,51.0,,"Corso Lodi, 19, Milano",milan,2026-02-03T22:21:37.200252
ChIJrRZ-XSvEhkcR1TRt05fnM8M,BENU Farmacia Milano N. 43,pharmacy,45.4510364,9.2247483,3.5,39.0,,"Piazzale Vincenzo Cuoco, 4, Milano",milan,2026-02-03T22:21:37.386624
ChIJSeKn2CvEhkcR2n9dsv52CXQ,Farmacia Dr. Max,pharmacy,45.4523276,9.2208285,3.7,88.0,,"Piazza Insubria, 11, Milano",milan,2026-02-03T22:21:37.386648
ChIJ73_DayzEhkcR9qEd4JgUneU,Farmacia Dott.ssa Marina Mortara,pharmacy,45.4498164,9.219970300000002,4.3,98.0,,"Via Alberto Caroncini, 6, Milano",milan,2026-02-03T22:21:37.386653
ChIJ_yzVA9XFhkcRIodPF9VV6w4,Farmacia Del Mercato,pharmacy,45.4527005,9.229040799999998,4.5,42.0,,"Via Varsavia, 4, Milano",milan,2026-02-03T22:21:37.487409
ChIJ-S2KsuXphkcRd1WyVZ_CW58,Azienda Farmacie Milanesi S.P.A.,pharmacy,45.4542004,9.0790629,2.5,2.0,,"Via Delle Betulle, 36, Milano",milan,2026-02-03T22:21:39.248777
ChIJR3EoSeTphkcRPXjusWFcpSE,Farmacia Comunale Milano N. 45,pharmacy,45.4540841,9.0791906,4.1,7.0,,"Via Delle Betulle, 36, Milano",milan,2026-02-03T22:21:39.248798
ChIJlyN0ggjChkcR7y62W7arYY0,BENU Farmacia Milano N. 5,pharmacy,45.4563415,9.0913366,3.5,80.0,,"Via Maffeo Bagarotti, 38, Milano",milan,2026-02-03T22:21:39.436515
ChIJBaa9gQjChkcRLoxXa4cEZ40,Farmacia Municipale 5,pharmacy,45.4563178,9.091250499999997,4.0,1.0,,"Via Maffeo Bagarotti, 40, Milano",milan,2026-02-03T22:21:39.436547
ChIJwUG7_iTChkcR94EB66wJMMQ,Ambulatorio veterinario dott.ssa Monica Penza,pharmacy,45.4565277,9.1190602,4.7,63.0,,"Via della Capinera, 5, Milano",milan,2026-02-03T22:21:40.730949
ChIJgZdNpSXChkcRohKZH7KCGWw,BENU Farmacia Milano N. 57,pharmacy,45.4578086,9.121941799999998,3.4,67.0,,"Via Simone Saint Bon, 38, Milano",milan,2026-02-03T22:21:40.841846
ChIJMWL38S_ChkcRAtKrc3f-92c,Farmacia Nuova Inganni,pharmacy,45.4549126,9.124057100000002,4.3,88.0,,"Via Angelo Inganni, 70, Milano",milan,2026-02-03T22:21:40.841869
ChIJaUsMSC3ChkcRinZVqqmwLk4,Farmacia Primaticcio 96 Dott. Pantè Federico,pharmacy,45.4543443,9.1331112,4.5,53.0,,"Via Francesco Primaticcio, 96, Milano",milan,2026-02-03T22:21:40.948934
ChIJo-jNQ9PDhkcRorlCxF961po,Farmacia Dott. Fabio Cattaneo,pharmacy,45.4573917,9.1359794,4.3,90.0,,"Viale San Gimignano, 13A, Milano",milan,2026-02-03T22:21:41.057197
ChIJF6ssndDDhkcRLhbHIkam8ec,Iemme - Iniziative Milanesi Srl,pharmacy,45.45485710000001,9.1457204,,,,"Via Scipione Riva Rocci, 8, Milano",milan,2026-02-03T22:21:41.173419
ChIJYb6MdtzDhkcR5477T6KChs4,Farmacia Internazionale Bolivar,pharmacy,45.454754,9.151816400000001,3.7,28.0,,"Piazza Simone Bolivar, 11, Milano",milan,2026-02-03T22:21:41.295884
ChIJk-4Y_FjDhkcRmO0IyqeU3W8,Farmacia Dei Portici,pharmacy,45.4540669,9.1486325,3.9,34.0,,"Via Lorenteggio, 22, Milano",milan,2026-02-03T22:21:41.295907
ChIJnWDrdtzDhkcRKVPD8ICl8Vo,alphega farmacia,pharmacy,45.4547448,9.1517753,5.0,1.0,,"Via Lorenteggio, 13, Milano",milan,2026-02-03T22:21:41.295912
ChIJz-ED4ObDhkcRV5Bmfa6ZS5o,Farmacia Solari,pharmacy,45.4545063,9.1598557,4.4,42.0,,"Via Andrea Solari, 40, Milano",milan,2026-02-03T22:21:41.410942
ChIJrxfcKdzDhkcRjKatB5bU_Gc,Farmacia Mattalia Dr. Franco,pharmacy,45.4562368,9.154347999999999,4.1,39.0,,"Via Giorgio Washington, 98, Milano",milan,2026-02-03T22:21:41.410988
ChIJD6N6OeTDhkcRIuLeaDyJY8w,Farmacia Bergognone,pharmacy,45.45364759999999,9.164125400000001,4.6,143.0,,"Via Ambrogio Bergognone da Fossano, 31, Milano",milan,2026-02-03T22:21:41.527346
ChIJnb4aKwDDhkcRmC-eCULUHzg,Tabaccaio,pharmacy,45.456359,9.1655889,,,,"Via Andrea Solari, 4, Milano",milan,2026-02-03T22:21:41.527390
ChIJL2-pevzDhkcRhtE3Slj1W3o,Pharmacy Colombo Milan,pharmacy,45.4551792,9.1727566,2.7,12.0,,"Corso Cristoforo Colombo, 1, Milano",milan,2026-02-03T22:21:41.644073
ChIJdTlCfPvDhkcRJihkupVy_Q8,Farmacia Nazionale dal 1919,pharmacy,45.4544507,9.1711642,4.7,37.0,,"Corso Cristoforo Colombo, 6, Milano",milan,2026-02-03T22:21:41.644115
ChIJpZiyxvzDhkcR3uEsi-Pr3KM,Lafarmacia. Coni Zugna,pharmacy,45.456077,9.170727199999998,3.6,27.0,,"Viale Coni Zugna, 56, Milano",milan,2026-02-03T22:21:41.644126
ChIJj6Mh1uLDhkcR8XhN4X3mqtk,Farmacia Olona,pharmacy,45.45727790000001,9.169332400000002,4.0,69.0,,"Viale Coni Zugna, 43, Milano",milan,2026-02-03T22:21:41.644134
ChIJ9VxQMPzDhkcRGv_F5SSpORo,Farmacia Genova,pharmacy,45.4562138,9.1742756,4.7,53.0,,"Corso Genova, 27, Milano",milan,2026-02-03T22:21:41.785677
ChIJny3oLPzDhkcRrZPXEuM_h1A,BENU Farmacia Del Corso Dr De Anseris,pharmacy,45.4566316,9.175112,3.6,50.0,,"Corso Genova, 23, Milano",milan,2026-02-03T22:21:41.785729
ChIJz4qFVwfEhkcRrhniTkK7OuI,Farmacia S.Eustorgio,pharmacy,45.453685,9.180244000000002,3.8,30.0,,"Corso di Porta Ticinese, 98, Milano",milan,2026-02-03T22:21:41.785739
ChIJuSzeNjHDhkcRejkeXoLDLro,Medi-Market Corso Genova,pharmacy,45.4562813,9.1743387,4.7,100.0,,"Corso Genova, 27, Milano",milan,2026-02-03T22:21:41.785752
ChIJo-ofMm7DhkcRDU3GvFo6j84,Parafarmaco uniclub,pharmacy,45.4569125,9.17483,,,,"Corso Genova, 22, Milano",milan,2026-02-03T22:21:41.785761
ChIJPY5ChP_DhkcRpXBnw1NV-LA,Della Cittadella,pharmacy,45.4566373,9.1806907,4.5,36.0,,"Corso di Porta Ticinese, 50, Milano",milan,2026-02-03T22:21:42.906317
ChIJA40yIALEhkcRv7vlrGsLmD8,Farmacia San Celso - Tamponi Rapidi e Molecolari,pharmacy,45.4569383,9.187352899999999,4.3,107.0,,"Via Crocefisso, 1, Milano",milan,2026-02-03T22:21:43.028624
ChIJ-dltaR3EhkcRLhakbaW0A6A,Farmacia,pharmacy,45.45669119999999,9.194395600000002,4.0,6.0,,"Corso di Porta Romana, 74, Milano",milan,2026-02-03T22:21:43.144800
ChIJ83ijVR3EhkcR0xISR0cklaA,Foglia Pharmacy,pharmacy,45.45745960000001,9.1933969,4.1,165.0,,"Corso di Porta Romana, 56, Milano",milan,2026-02-03T22:21:43.144817
ChIJM-sUox3EhkcR-v5rcbVJBvs,Farmacia CoFa Lamarmora Milano,pharmacy,45.4560345,9.196133300000001,3.6,59.0,,"Via Alfonso Lamarmora, 2, Milano",milan,2026-02-03T22:21:43.144820
ChIJqRfpRB3EhkcRLvZLxIJQiw4,Farmacia Dr. Max,pharmacy,45.4570087,9.194063,4.2,24.0,,"Corso di Porta Romana, 68, Milano",milan,2026-02-03T22:21:43.144823
ChIJLzVlUx3EhkcR5NZuQeNKreM,Pharmacy Gloria S.A.S. Of Dott.Ssa Ilaria Cassago & C.,pharmacy,45.457484,9.1934062,4.1,18.0,,"Via San Calimero, 1, Milano",milan,2026-02-03T22:21:43.144826
ChIJ1dyW_Z_GhkcR3HN1vimwv28,Pharmacy Palazzolo Dr. Daniele Ottavio,pharmacy,45.4570565,9.205089599999999,4.0,16.0,,"Viale Monte Nero, 37, Milano",milan,2026-02-03T22:21:43.383686
ChIJk09LGSHEhkcRnRKHCX2cNV8,Farmacia Comunale Milano N. 15,pharmacy,45.4538639,9.207691300000002,3.4,22.0,,"Via Pier Lombardo, 19, Milano",milan,2026-02-03T22:21:43.383710
ChIJz08uoILGhkcRok56X8Zn-84,Farmacie Fiore Dr. Alessandro,pharmacy,45.45580330000001,9.2174022,3.2,30.0,,"Via Gaetano Strigelli, 2, Milano",milan,2026-02-03T22:21:43.489347
ChIJSYAfIgDHhkcR_HA2lUOzbUE,Farmacia Cadore,pharmacy,45.4575753,9.212991299999999,5.0,3.0,,"Via Cadore, 29, Milano",milan,2026-02-03T22:21:43.489384
ChIJNZ0BuinEhkcRxysMETcw8sY,BENU Farmacia Milano N. 27,pharmacy,45.4540632,9.219233,3.2,21.0,,"Piazza Imperatore Tito, 8, Milano",milan,2026-02-03T22:21:43.592873
ChIJSQRJKYLGhkcRLhktxvWJBU4,Farmacia San Camillo,pharmacy,45.4573514,9.2221107,4.0,52.0,,"Piazzale Ferdinando Martini, 3, Milano",milan,2026-02-03T22:21:43.592894
ChIJv5JW43bGhkcR4yaIAJpD_Pk,Lloyds Farmacia Comunale,pharmacy,45.4563185,9.243082200000002,3.8,39.0,,"Via Mecenate, 8, Milano",milan,2026-02-03T22:21:43.846177
ChIJ0aGF3t_FhkcRHBr05iJCvBQ,Dietetics Pharma Srl,pharmacy,45.45590139999999,9.243376200000002,,,,"Via Mecenate, 12, Milano",milan,2026-02-03T22:21:43.846199
ChIJWYPXDwTChkcRfC3qu_cAkN0,Tamoil,pharmacy,45.4601795,9.0960111,4.0,303.0,,"Via delle Forze Armate, 357, Milano",milan,2026-02-03T22:21:46.547180
ChIJiWRtLQfChkcR5ZwFAWcIdec,Farmacia Gastaldi Snc,pharmacy,45.4609984,9.0920831,4.3,144.0,,"Via Cesare Faccioli, 2, Milano",milan,2026-02-03T22:21:46.547247
ChIJowpGcATChkcRwwnoYG7VnJQ,BENU Farmacia Milano N. 7,pharmacy,45.46035759999999,9.098166299999999,3.2,90.0,,"Via delle Forze Armate, 328, Milano",milan,2026-02-03T22:21:46.659934
ChIJATKP6BvChkcRIBbPG87AdDc,BENU Farmacia Milano N. 36,pharmacy,45.45905549999999,9.105604099999997,3.5,22.0,,"Via Nikolajevka, 4, Milano",milan,2026-02-03T22:21:46.768612
ChIJG6Dkax_ChkcRtfzW_PKaFqE,Farmacia Fontana,pharmacy,45.4607269,9.1121501,3.8,85.0,,"Via delle Forze Armate, 212, Milano",milan,2026-02-03T22:21:46.884847
ChIJ95bAISfChkcRcKnfqeEYnKQ,Farmacia Dr. Max,pharmacy,45.46106519999999,9.120279299999998,3.7,71.0,,"Via Simone Saint Bon, 2, Milano",milan,2026-02-03T22:21:46.996946
ChIJEZSGwdTDhkcRlrN2_BdL2X4,Lafarmacia. Campioni,pharmacy,45.45892930000001,9.1368262,4.2,52.0,,"Viale San Gimignano, 30, Milano",milan,2026-02-03T22:21:47.233953
ChIJ37KFg9fDhkcRuP7kJQc-mwo,Farmacia Santa Caterina Piazza Tripoli Milan,pharmacy,45.459225,9.146452400000001,4.2,79.0,,"Viale Caterina da Forlì, 7, Milano",milan,2026-02-03T22:21:47.343959
ChIJOd1CFd_DhkcRBVd7LsnKMTg,BENU Farmacia Milano N. 75,pharmacy,45.459497,9.154465,3.5,60.0,,"Via Giorgio Washington, 74, Milano",milan,2026-02-03T22:21:47.461738
ChIJQ3kjwWHBhkcReDUSZ6mH6Os,Herbal Pharmacy Washington,pharmacy,45.4616884,9.1554114,4.0,30.0,,"Via Sebastiano Caboto, 9, Milano",milan,2026-02-03T22:21:48.590013
ChIJlWJ9mwvDhkcRuJbZ2c6w1Sg,BENU Farmacia Milano N. 37,pharmacy,45.4606326,9.1574676,3.7,39.0,,"Via Vetta D'Italia, 18, Milano",milan,2026-02-03T22:21:48.590057
ChIJuRW-FODDhkcRmiRy0iter5c,Farmacia Dr. Max,pharmacy,45.45897519999999,9.160189099999998,2.5,78.0,,"Piazza Vesuvio, 14, Milano",milan,2026-02-03T22:21:48.590066
ChIJKRvzC1_BhkcRuB8UpxqYZ8U,Tamoil,pharmacy,45.46117759999999,9.163142100000002,3.0,7.0,,"Piazzale Aquileia, 8, Milano",milan,2026-02-03T22:21:48.702930
ChIJGSVijOHDhkcRbogx30KbvVs,Farmacia Comunale Milano N. 47,pharmacy,45.4586695,9.164029299999997,3.3,25.0,,"Via Vincenzo Foppa, 5, Milano",milan,2026-02-03T22:21:48.702983
ChIJs8b9jOHDhkcRN7sN0EEeg38,Azienda Farmacie Milanesi S.P.A.,pharmacy,45.4585918,9.1641652,4.0,1.0,,"Via Vincenzo Foppa, 5, Milano",milan,2026-02-03T22:21:48.702993
ChIJXWLdAOLDhkcRMwOqBFz6TwY,Lafarmacia. San Michele Milano,pharmacy,45.45984579999999,9.165066099999999,4.4,14.0,,"Viale Coni Zugna, 12, Milano",milan,2026-02-03T22:21:48.703001
ChIJlRXdAOLDhkcRafN7TxFdZo0,Farmacia Dr.Stebe,pharmacy,45.4598571,9.1650834,,,,"Viale Coni Zugna, 12, Milano",milan,2026-02-03T22:21:48.703009
ChIJ3YKtEv3DhkcRFEyyeqN0ASc,Pharmacy Ariberto S.A.S.,pharmacy,45.4604431,9.174530800000001,4.4,24.0,,"Via Edmondo de Amicis, 51, Milano",milan,2026-02-03T22:21:48.885220
ChIJMSod_FXBhkcRCupOoku_kKo,Dental Club - Paraf. S. Ambrogio,pharmacy,45.4593194,9.1765035,,,,"Via Edmondo de Amicis, 33, Milano",milan,2026-02-03T22:21:48.885239
ChIJDw3HGP7DhkcRyGvpi6WN124,Farmacia Sant'Agostino,pharmacy,45.45865879999999,9.1774117,4.1,25.0,,"Via San Vincenzo, 1, Milano",milan,2026-02-03T22:21:48.885247
ChIJa-_QL1XBhkcRsMlHcHWmxZo,BENU Farmacia Carrobbio,pharmacy,45.46043090000001,9.181873500000002,2.2,89.0,,"Via Stampa, 14, Milano",milan,2026-02-03T22:21:48.992931
ChIJIfWNHqvGhkcRe4-gtSHiFf4,Farmacia S. Giorgio,pharmacy,45.4612052,9.184795999999999,2.9,36.0,,"Via Torino, 48, Milano",milan,2026-02-03T22:21:48.992948
ChIJY66bh6rGhkcRLnRwPVt0EpA,Pharmacy Olmetto Dr. Marco Selle,pharmacy,45.4576027,9.1841623,4.3,32.0,,"Via Fernanda Wittgens, 3, Milano",milan,2026-02-03T22:21:48.992952
ChIJKSwz-__DhkcR46zmekszwhs,Farmacia San Lorenzo,pharmacy,45.458399,9.1808987,4.1,46.0,,"Corso di Porta Ticinese, 24, Milano",milan,2026-02-03T22:21:48.992957
ChIJqXxiFFXBhkcR4q7prS5KzLY,Farmacia Alleanza,pharmacy,45.460068,9.1805782,3.8,30.0,,"Via Cesare Correnti, 2, Milano",milan,2026-02-03T22:21:48.992961
ChIJsQD7-KvGhkcRnB-fohgCDyg,Farmacia Carlo Alberto S.a.s. della Dr.ssa Peviani Alessandra e C.,pharmacy,45.46245529999999,9.1884093,4.3,69.0,,"Via Giuseppe Mazzini, 12, Milano",milan,2026-02-03T22:21:49.075317
ChIJYebu2qvGhkcRYB_4afzWEAE,Farmacia Missori Snc,pharmacy,45.4604905,9.188849900000001,3.7,53.0,,"Piazza Giuseppe Missori, Via Paolo da Cannobio, 3, Milano",milan,2026-02-03T22:21:49.075338
ChIJdQq85KvGhkcR9e2uiNlPcXY,Fastpharma arredamento per farmacie,pharmacy,45.462195,9.1884218,5.0,1.0,,"Via Giuseppe Mazzini, 16, Milano",milan,2026-02-03T22:21:49.075346
ChIJ1wZB4KjGhkcR1CFqUh4Bcdc,Farmacia Reale,pharmacy,45.4612879,9.191618499999999,3.3,34.0,,"Via Larga, 16, Milano",milan,2026-02-03T22:21:49.151725
ChIJJac7tajGhkcRmvq-cB1Wfy0,Lafarmacia. Del Duomo,pharmacy,45.46253249999999,9.1934897,3.9,57.0,,"Via Larga, 6, Milano",milan,2026-02-03T22:21:49.151747
ChIJOYe9z6DGhkcRgNfWgbErmTI,UOC Farmacia | Policlinico • Ospedale Maggiore,pharmacy,45.4588217,9.200085600000001,4.1,14.0,,"Via della Commenda, 9, Milano",milan,2026-02-03T22:21:49.253256
ChIJL7rMmZjGhkcRYRy-yqsxgho,Pharmacy Ferrarini SNC,pharmacy,45.46176299999999,9.2071785,3.3,179.0,,"Piazza Cinque Giornate, 6, Milano",milan,2026-02-03T22:21:49.367437
ChIJPemz6pjGhkcRd_HRliO0SrI,Farmacia Cinque Giornate,pharmacy,45.4623642,9.2077637,3.2,90.0,,"Piazza Cinque Giornate, 7, Milano",milan,2026-02-03T22:21:49.367465
ChIJj8uAcp_GhkcRtpg2z7RQMPQ,Farmacia Monte Nero,pharmacy,45.4595106,9.2067612,4.5,22.0,,"Viale Monte Nero, 59, Milano",milan,2026-02-03T22:21:49.367471
ChIJUWnexJ7GhkcRg2xAB37EZcw,Farmacia Sacchi,pharmacy,45.4604924,9.209400100000002,4.9,29.0,,"Via Augusto Anfossi, 9, Milano",milan,2026-02-03T22:21:49.367474
ChIJa-vHKYPGhkcRTKMMXh1af1c,Farmacia Umbria,pharmacy,45.4580891,9.217130200000001,4.6,62.0,,"Viale Umbria, 109, Milano",milan,2026-02-03T22:21:49.483795
ChIJg-6PLZvGhkcR8luLdeIhx4c,Farmacia Moizio,pharmacy,45.4623966,9.2176786,3.6,67.0,,"Corso Ventidue Marzo, 37, Milano",milan,2026-02-03T22:21:50.605764
ChIJqVI7hfvGhkcRaRnEEk0pFxE,Tonelli Baby Care,pharmacy,45.4623966,9.2176786,,,,"Corso Ventidue Marzo, 37, Milano",milan,2026-02-03T22:21:50.605813
ChIJYQDCLZvGhkcRmou1uLU0DSA,10 Farmacia,pharmacy,45.4623966,9.2176786,5.0,1.0,,"Corso Ventidue Marzo, 37, Milano",milan,2026-02-03T22:21:50.605825
ChIJ4-VdKYTGhkcRNAa8s39vwzU,Antica Farmacia del Verziere,pharmacy,45.462068,9.223519800000002,4.0,89.0,,"Corso Ventidue Marzo, 52, Milano",milan,2026-02-03T22:21:50.716631
